Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Hyundai,Diesel,Automatic,Trustmark Dealer,2022,76095,28.8,1200,5,1,1.67
Tata,CNG,Manual,Dealer,2007,168669,19.5,3000,6,1,0.5
Maruti,Diesel,Automatic,Individual,2013,144779,12.6,2000,5,1,0.5
Toyota,Petrol,Manual,Trustmark Dealer,2008,53943,22.7,1000,8,2,0.5
BMW,Diesel,Automatic,Individual,2017,114958,20.1,3000,8,2,2.22
Honda,Diesel,Manual,Trustmark Dealer,2013,199875,25.7,1800,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2007,114575,11.9,1800,5,2,0.5
Honda,Electric,Automatic,Dealer,2020,112643,13.7,1000,7,1,0.7
Tata,Diesel,Manual,Dealer,2012,98555,28.3,1200,5,3,0.5
Maruti,Diesel,Manual,Dealer,2011,93377,28.5,2500,6,1,0.5
Audi,Petrol,Manual,Dealer,2021,90176,17.7,1000,8,1,2.73
Tata,Diesel,Manual,Individual,2020,105898,9.1,1000,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2022,80276,14.7,1500,7,2,0.5
Kia,Petrol,Automatic,Individual,2020,121774,13.4,1800,5,1,0.5
Mercedes,Diesel,Manual,Dealer,2019,139227,17.1,1200,5,1,0.97
Volkswagen,Petrol,Automatic,Dealer,2006,28572,15.0,1500,5,1,0.5
Toyota,Diesel,Manual,Trustmark Dealer,2024,195766,26.2,2000,5,1,0.5
BMW,Petrol,Automatic,Dealer,2008,71514,8.1,3000,5,3,0.52
Audi,Petrol,Manual,Individual,2009,180915,22.2,1500,5,1,0.5
BMW,Petrol,Manual,Individual,2011,89967,22.6,2500,6,2,0.81
Tata,Electric,Manual,Dealer,2019,40357,22.5,1500,5,2,1.76
Maruti,Diesel,Manual,Individual,2021,121694,19.5,1200,5,1,0.5
Toyota,Diesel,Manual,Dealer,2014,159239,21.4,1000,5,3,0.5
Mahindra,Petrol,Manual,Individual,2024,76478,25.8,1200,5,1,0.5
Audi,Petrol,Automatic,Individual,2013,23983,25.3,1800,5,1,3.42
Maruti,Electric,Manual,Dealer,2020,40276,8.8,2000,4,1,1.63
Kia,Petrol,Automatic,Individual,2007,181351,8.7,2500,7,2,0.5
Audi,Petrol,Manual,Dealer,2013,195555,26.5,2000,5,3,0.5
BMW,Diesel,Automatic,Individual,2012,76451,20.6,3000,7,2,3.0
Audi,Petrol,Automatic,Trustmark Dealer,2011,138117,29.1,2000,5,3,0.5
Mercedes,CNG,Automatic,Trustmark Dealer,2021,94716,17.5,2500,6,3,2.92
Tata,Diesel,Automatic,Individual,2009,111743,11.9,3000,5,1,0.5
Ford,Petrol,Automatic,Dealer,2011,47344,18.4,1800,5,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2017,14564,17.6,1000,7,1,3.79
Mercedes,Petrol,Automatic,Dealer,2022,16105,19.4,1200,7,2,6.53
Volkswagen,CNG,Manual,Individual,2018,61754,25.8,1000,5,1,0.5
Hyundai,Diesel,Manual,Dealer,2022,119069,22.4,1000,8,2,0.5
Ford,Petrol,Manual,Trustmark Dealer,2007,25056,12.1,1200,7,3,0.5
Tata,Petrol,Automatic,Individual,2021,68565,24.2,1800,5,2,0.5
Mahindra,Diesel,Manual,Individual,2023,118097,21.0,1200,5,2,0.5
Ford,Diesel,Manual,Dealer,2011,52689,20.7,2000,5,3,0.5
Volkswagen,Petrol,Manual,Individual,2008,37135,22.9,1800,5,2,0.5
Maruti,Petrol,Automatic,Individual,2019,37812,20.4,800,5,2,0.64
Mahindra,Petrol,Manual,Individual,2012,121773,18.1,800,5,2,0.5
BMW,Diesel,Manual,Dealer,2020,158844,22.1,800,4,1,0.5
Mahindra,Electric,Manual,Dealer,2005,85957,23.9,2000,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2020,97652,13.0,2500,5,2,0.5
Volkswagen,Diesel,Automatic,Dealer,2006,12775,18.9,2500,5,1,0.67
Audi,Petrol,Automatic,Dealer,2006,59523,18.1,3000,5,2,1.44
Mercedes,Petrol,Automatic,Dealer,2012,146779,8.9,1500,5,1,0.5
Ford,Petrol,Manual,Dealer,2016,18372,26.4,3000,5,2,1.27
Toyota,CNG,Automatic,Dealer,2015,111252,16.3,1800,7,2,0.5
Mahindra,Diesel,Manual,Dealer,2010,197598,9.6,1800,8,3,0.5
Toyota,Diesel,Manual,Trustmark Dealer,2023,70106,18.1,1200,5,1,1.14
Honda,Petrol,Manual,Individual,2022,58475,11.6,1800,5,1,0.5
Volkswagen,Petrol,Manual,Dealer,2009,126314,23.5,1200,5,2,0.5
Mercedes,Petrol,Automatic,Individual,2019,133814,20.6,1500,5,2,1.65
Kia,Diesel,Manual,Individual,2012,128502,13.9,1200,4,2,0.5
Maruti,Petrol,Automatic,Trustmark Dealer,2010,62201,28.9,800,5,4,0.5
Mahindra,Diesel,Manual,Dealer,2016,164029,14.4,1200,5,1,0.5
Volkswagen,Petrol,Manual,Dealer,2023,61243,20.2,1200,5,1,0.85
Kia,Petrol,Manual,Trustmark Dealer,2016,128364,25.6,1200,8,1,0.5
Kia,Diesel,Automatic,Dealer,2016,80542,19.3,1800,5,3,0.5
Tata,Petrol,Automatic,Dealer,2013,170065,29.1,1000,5,1,0.5
Mercedes,Petrol,Manual,Dealer,2014,170088,26.6,3000,5,1,0.5
Toyota,Petrol,Manual,Dealer,2021,161426,28.3,1000,5,1,0.5
Kia,Diesel,Manual,Trustmark Dealer,2022,53637,16.2,2000,5,2,0.54
Honda,Diesel,Automatic,Dealer,2020,124714,20.1,1000,7,2,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2008,131580,26.5,2000,5,1,0.5
Hyundai,Diesel,Manual,Trustmark Dealer,2022,109002,27.9,1800,5,1,0.5
Hyundai,Petrol,Automatic,Individual,2007,140920,28.8,800,5,1,0.5
Audi,Petrol,Manual,Dealer,2020,47673,27.3,1000,4,2,2.57
Audi,Petrol,Manual,Dealer,2018,147855,24.1,1000,5,1,0.5
Mahindra,CNG,Automatic,Dealer,2013,69694,8.5,2500,5,1,0.5
Audi,Petrol,Manual,Dealer,2010,116692,14.9,2500,5,2,0.5
BMW,Petrol,Manual,Individual,2008,197937,10.8,1500,5,3,0.5
Toyota,Petrol,Manual,Dealer,2006,58907,11.4,3000,7,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2014,186741,14.4,3000,7,1,0.5
Kia,Diesel,Automatic,Individual,2015,146996,9.6,2500,5,1,0.5
Volkswagen,Petrol,Automatic,Individual,2011,75178,13.3,2000,5,1,0.5
Mahindra,Petrol,Automatic,Trustmark Dealer,2009,75732,29.1,2000,5,2,0.5
Ford,Diesel,Manual,Dealer,2008,25152,14.9,3000,7,1,0.5
Kia,Petrol,Manual,Dealer,2010,13072,11.5,1500,5,3,0.5
Toyota,Diesel,Manual,Dealer,2006,86501,23.8,800,5,2,0.5
Hyundai,Diesel,Manual,Dealer,2006,112992,26.2,3000,5,1,0.5
Mercedes,Petrol,Automatic,Individual,2020,180759,14.9,1200,5,2,0.5
Audi,Diesel,Automatic,Dealer,2017,26942,14.1,1200,5,1,5.01
Tata,Petrol,Manual,Dealer,2011,183489,13.3,1500,5,2,0.5
Volkswagen,Diesel,Automatic,Trustmark Dealer,2009,97379,16.7,1500,5,4,0.5
Maruti,Petrol,Automatic,Dealer,2021,197331,9.9,800,7,2,0.5
Mercedes,Petrol,Manual,Individual,2017,10490,22.7,800,5,3,4.53
BMW,Diesel,Automatic,Dealer,2019,157791,26.1,1800,4,2,0.92
Audi,CNG,Manual,Dealer,2007,185272,22.6,1200,5,1,0.5
Mahindra,Electric,Manual,Individual,2008,43684,17.3,1800,8,4,0.5
BMW,Diesel,Manual,Trustmark Dealer,2019,23894,14.4,1000,5,1,4.79
Volkswagen,Petrol,Manual,Dealer,2022,166909,17.0,2000,7,3,0.5
BMW,Petrol,Manual,Dealer,2007,114830,17.3,2000,5,3,0.5
Volkswagen,Petrol,Manual,Dealer,2011,57812,22.7,800,5,3,0.5
BMW,Diesel,Manual,Dealer,2012,192204,28.4,1200,7,1,0.5
Mercedes,Petrol,Automatic,Dealer,2015,65161,9.6,1200,7,3,3.22
Honda,Electric,Automatic,Individual,2013,24104,29.0,1800,7,2,2.73
Mercedes,Petrol,Automatic,Dealer,2024,119863,28.0,1500,4,2,3.23
Ford,Petrol,Manual,Dealer,2016,151212,10.6,1500,5,2,0.5
Kia,Petrol,Manual,Individual,2009,98272,12.0,800,5,1,0.5
Kia,CNG,Manual,Dealer,2005,128518,14.9,2500,7,1,0.5
Toyota,Diesel,Manual,Dealer,2018,13152,20.3,2000,7,2,2.88
Audi,Diesel,Manual,Trustmark Dealer,2007,53486,11.0,1500,5,1,0.94
Mercedes,Petrol,Automatic,Dealer,2019,107696,12.4,1000,5,2,2.47
Mercedes,CNG,Automatic,Individual,2014,43147,27.9,1200,7,1,4.97
Maruti,Petrol,Automatic,Dealer,2014,144738,10.4,1500,5,2,0.5
Maruti,CNG,Manual,Dealer,2007,39726,16.8,800,5,1,0.5
Toyota,Diesel,Manual,Dealer,2010,109983,24.8,1000,7,1,0.5
Tata,Petrol,Automatic,Dealer,2009,184761,27.5,2000,5,2,0.5
Kia,Diesel,Manual,Dealer,2023,182188,15.4,2000,5,2,0.5
Tata,Diesel,Manual,Dealer,2018,110652,11.6,1800,7,1,0.5
Audi,Petrol,Manual,Trustmark Dealer,2021,76420,24.2,1800,5,2,1.67
Volkswagen,CNG,Manual,Individual,2016,82848,25.0,1000,5,2,0.5
Volkswagen,Petrol,Manual,Dealer,2013,128228,29.6,800,5,3,0.5
Hyundai,Petrol,Automatic,Individual,2007,139892,11.1,3000,5,1,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2022,140394,23.6,2500,5,1,1.33
Maruti,Petrol,Manual,Individual,2008,43235,17.2,3000,6,1,0.5
Hyundai,Diesel,Manual,Dealer,2018,115629,28.1,1800,8,1,0.5
Ford,Petrol,Automatic,Trustmark Dealer,2010,108806,17.0,1200,5,3,0.5
Toyota,Diesel,Manual,Dealer,2019,64961,17.8,2000,7,4,0.5
Toyota,Petrol,Manual,Dealer,2021,55356,10.8,2000,4,3,0.5
Volkswagen,Electric,Manual,Individual,2009,109753,15.1,1200,5,1,0.5
Mercedes,Diesel,Manual,Trustmark Dealer,2010,29923,16.8,3000,5,1,4.08
Kia,CNG,Automatic,Trustmark Dealer,2009,120891,8.4,2000,8,2,0.5
Tata,Petrol,Automatic,Trustmark Dealer,2023,93478,17.6,2000,8,2,0.5
Maruti,Petrol,Manual,Dealer,2018,38750,15.4,2000,5,3,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2008,102869,25.7,800,5,1,0.5
Tata,Diesel,Manual,Dealer,2009,93448,10.4,3000,8,1,0.5
Mercedes,CNG,Manual,Dealer,2015,133042,24.7,800,5,4,0.5
Hyundai,Petrol,Automatic,Individual,2006,26983,23.7,2500,6,4,0.5
BMW,Petrol,Automatic,Dealer,2006,116733,13.3,1200,4,3,0.5
Ford,CNG,Manual,Individual,2024,114096,9.8,800,5,1,0.5
Ford,Petrol,Automatic,Dealer,2016,141977,26.5,1000,5,3,0.5
Tata,Diesel,Automatic,Trustmark Dealer,2020,60483,13.5,800,5,1,0.5
Tata,Diesel,Automatic,Dealer,2021,30028,11.2,3000,7,1,1.79
Tata,CNG,Manual,Dealer,2008,188118,15.9,2000,5,2,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2018,7234,16.8,1200,5,3,0.5
BMW,Petrol,Automatic,Dealer,2011,60011,15.2,3000,5,1,3.42
Honda,Diesel,Manual,Individual,2019,121135,29.5,2500,5,2,0.5
Tata,Electric,Automatic,Individual,2020,148133,27.4,1500,5,2,0.5
Kia,Petrol,Automatic,Individual,2012,54253,27.2,3000,5,2,0.5
Audi,Petrol,Automatic,Individual,2006,131934,16.8,3000,5,1,0.5
Mercedes,Diesel,Manual,Dealer,2023,94354,29.2,2500,8,1,5.08
Audi,Electric,Automatic,Trustmark Dealer,2005,49667,23.0,800,5,3,1.74
Maruti,CNG,Manual,Dealer,2008,63796,26.3,1800,5,2,0.5
Maruti,Electric,Automatic,Dealer,2015,99898,19.0,1000,6,2,0.5
Mercedes,Petrol,Manual,Dealer,2014,117042,11.5,2500,5,1,0.5
Hyundai,Petrol,Manual,Individual,2022,69065,27.5,1000,5,1,0.5
Mercedes,Diesel,Automatic,Individual,2005,81386,18.7,1000,5,1,1.79
Audi,CNG,Manual,Trustmark Dealer,2021,35638,29.3,3000,5,1,4.86
Audi,Petrol,Manual,Individual,2020,87455,13.6,3000,5,1,1.12
Tata,Petrol,Automatic,Individual,2016,159956,29.8,1800,7,1,0.5
Volkswagen,Diesel,Manual,Trustmark Dealer,2020,166769,12.9,1800,7,2,0.5
Toyota,Petrol,Automatic,Dealer,2013,88620,16.1,1000,5,3,0.5
Honda,Petrol,Manual,Individual,2021,129343,21.1,1000,5,3,0.5
Audi,Diesel,Automatic,Individual,2007,12114,23.3,1000,5,3,3.3
Kia,Diesel,Automatic,Dealer,2022,35550,23.8,800,5,2,2.06
Mercedes,Diesel,Manual,Individual,2019,143541,18.5,2000,5,1,1.24
BMW,Petrol,Manual,Dealer,2019,183843,9.7,1800,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2020,11492,18.9,1200,7,1,2.34
Audi,Diesel,Manual,Individual,2024,6971,15.4,2500,5,2,5.98
Mercedes,Diesel,Manual,Trustmark Dealer,2005,182422,22.5,2000,4,1,0.5
Ford,Diesel,Automatic,Trustmark Dealer,2005,145716,12.0,800,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2008,69194,16.7,1200,5,1,0.5
Hyundai,Petrol,Manual,Individual,2017,106959,29.3,800,6,4,0.5
Honda,Petrol,Automatic,Dealer,2008,118646,10.0,800,6,2,0.5
Mahindra,Petrol,Manual,Dealer,2012,148606,21.3,1200,5,1,0.5
Mahindra,Diesel,Manual,Trustmark Dealer,2017,148840,10.0,1000,8,1,0.5
Tata,CNG,Manual,Trustmark Dealer,2012,27625,11.5,2000,7,1,0.5
Tata,Diesel,Manual,Trustmark Dealer,2018,33660,21.3,1200,7,1,0.5
Hyundai,Diesel,Automatic,Dealer,2005,25032,17.8,1500,5,1,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2013,173964,20.1,1800,5,1,0.5
Tata,Petrol,Manual,Trustmark Dealer,2005,29357,27.4,1500,5,2,0.5
Toyota,Petrol,Manual,Dealer,2011,5497,26.0,2000,5,1,0.76
Audi,Petrol,Manual,Individual,2024,138206,27.5,800,7,4,0.5
Honda,Petrol,Manual,Individual,2017,154905,21.6,1200,5,1,0.5
Mercedes,Diesel,Automatic,Individual,2019,168738,18.8,1000,7,3,0.5
Hyundai,Electric,Manual,Trustmark Dealer,2013,192672,18.1,2000,5,2,0.5
Maruti,Petrol,Manual,Dealer,2020,74828,24.3,1000,5,3,0.5
Mercedes,Petrol,Manual,Individual,2021,97923,19.5,2500,5,2,3.01
Mercedes,Diesel,Automatic,Individual,2013,102362,10.3,2500,5,2,1.39
Ford,Petrol,Automatic,Dealer,2010,136098,11.1,1500,5,2,0.5
Hyundai,CNG,Automatic,Trustmark Dealer,2024,17108,15.9,2500,7,1,3.4
Hyundai,Diesel,Automatic,Individual,2016,129597,9.5,1500,5,1,0.5
Mahindra,Electric,Manual,Dealer,2020,19470,13.3,800,5,1,2.19
Kia,Petrol,Manual,Dealer,2019,34785,22.4,1800,8,1,1.38
BMW,Diesel,Manual,Dealer,2011,138325,8.3,800,4,1,0.5
Kia,Diesel,Automatic,Individual,2014,25026,21.3,2000,5,1,2.05
Toyota,Diesel,Automatic,Trustmark Dealer,2008,188879,25.0,1000,4,3,0.5
Maruti,Petrol,Manual,Dealer,2007,198950,11.7,2000,5,3,0.5
Mercedes,Petrol,Automatic,Dealer,2022,180330,12.0,2500,5,2,0.55
Mahindra,Diesel,Automatic,Dealer,2005,182219,8.6,1200,7,1,0.5
Maruti,Diesel,Automatic,Individual,2017,50417,19.3,1500,8,1,0.99
Mercedes,CNG,Manual,Trustmark Dealer,2022,112779,22.4,1000,7,1,2.26
Toyota,Diesel,Automatic,Individual,2012,137158,18.1,2500,5,2,0.5
Kia,Diesel,Manual,Individual,2015,160478,16.6,800,6,4,0.5
Hyundai,Petrol,Automatic,Individual,2014,105319,18.0,1800,5,1,0.5
Tata,Diesel,Automatic,Dealer,2008,91987,25.2,1200,5,2,0.5
Tata,Diesel,Manual,Individual,2008,80443,8.7,1800,5,2,0.5
Audi,CNG,Automatic,Individual,2008,117238,25.2,800,8,1,0.5
Volkswagen,Electric,Automatic,Individual,2016,96838,22.7,3000,4,4,0.5
Ford,Petrol,Manual,Trustmark Dealer,2012,143156,13.3,800,5,1,0.5
BMW,CNG,Manual,Individual,2017,128787,19.5,1000,5,3,0.5
Toyota,Petrol,Manual,Individual,2012,90383,9.1,2500,5,2,0.5
Ford,Petrol,Automatic,Trustmark Dealer,2007,58493,16.4,1200,5,1,0.5
Audi,Diesel,Automatic,Trustmark Dealer,2016,27805,11.8,2000,5,1,4.68
Audi,Petrol,Manual,Individual,2022,66786,8.5,800,4,1,1.78
BMW,Diesel,Manual,Dealer,2019,19248,15.9,3000,5,1,5.92
Mercedes,Petrol,Manual,Dealer,2018,161456,24.0,3000,5,3,0.5
Ford,Petrol,Manual,Individual,2013,138968,28.3,1000,5,2,0.5
Kia,Diesel,Manual,Dealer,2009,146434,22.6,800,7,2,0.5
BMW,Diesel,Manual,Dealer,2019,90048,16.8,1000,5,2,1.78
Audi,Electric,Manual,Dealer,2012,91175,30.0,3000,4,1,1.85
Kia,Diesel,Manual,Individual,2007,192104,14.2,1800,5,1,0.5
Hyundai,Diesel,Automatic,Individual,2016,66022,12.1,1000,5,1,0.5
Mahindra,Petrol,Automatic,Dealer,2009,88254,18.2,2000,5,1,0.5
Kia,Petrol,Automatic,Dealer,2013,95629,19.1,1800,5,1,0.5
Mercedes,Petrol,Automatic,Individual,2024,145009,15.8,1500,5,2,0.5
Tata,Diesel,Manual,Dealer,2007,52391,23.3,800,5,1,0.5
Ford,Diesel,Manual,Dealer,2012,116011,12.0,1500,7,4,0.5
Mercedes,Petrol,Manual,Individual,2017,92567,19.2,1200,5,1,1.55
Volkswagen,Diesel,Automatic,Individual,2012,174768,19.0,3000,5,1,0.5
Honda,Diesel,Automatic,Dealer,2009,190026,26.1,1500,5,2,0.5
Audi,Petrol,Automatic,Individual,2011,16226,28.4,2500,8,2,5.07
BMW,Petrol,Automatic,Dealer,2009,21858,22.6,1000,5,4,2.73
Toyota,CNG,Automatic,Individual,2013,192920,14.7,1000,5,2,0.5
Volkswagen,Diesel,Manual,Dealer,2009,117493,23.2,3000,5,1,0.5
Tata,CNG,Manual,Dealer,2012,175372,13.5,1200,6,3,0.5
Kia,Petrol,Manual,Individual,2016,177542,29.3,1200,5,4,0.5
Mahindra,Electric,Manual,Individual,2008,161185,26.1,800,5,3,0.5
Mercedes,Petrol,Automatic,Dealer,2013,188168,17.5,3000,5,3,0.5
Hyundai,Petrol,Manual,Dealer,2018,27016,25.3,2500,5,1,1.43
Honda,Electric,Manual,Individual,2023,153822,17.0,1000,5,3,0.5
Maruti,Petrol,Manual,Individual,2017,22445,9.6,2500,6,4,0.5
Volkswagen,Diesel,Manual,Dealer,2007,171147,23.5,2500,8,2,0.5
Mahindra,Petrol,Manual,Individual,2008,21691,16.9,1200,5,2,0.5
Maruti,Diesel,Manual,Dealer,2005,99610,28.5,2500,5,2,0.5
Honda,Electric,Manual,Individual,2005,161932,14.7,2000,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2015,166243,26.6,2500,8,2,0.5
Toyota,Diesel,Manual,Dealer,2020,165493,23.0,1500,5,3,0.5
Ford,Petrol,Automatic,Dealer,2008,47089,26.8,2500,7,1,0.51
Honda,Diesel,Automatic,Dealer,2011,168062,14.4,1000,5,2,0.5
Honda,Petrol,Automatic,Dealer,2016,70839,18.1,3000,5,2,0.5
Maruti,Petrol,Automatic,Dealer,2010,11486,26.1,2500,5,1,1.39
Mahindra,Petrol,Manual,Dealer,2024,145118,22.2,2000,4,2,0.5
Mercedes,Petrol,Manual,Dealer,2013,165813,15.9,3000,5,2,0.5
BMW,Electric,Manual,Individual,2012,195161,19.3,2500,8,1,0.5
Maruti,Petrol,Manual,Dealer,2018,10724,29.9,1200,5,3,0.5
Hyundai,Petrol,Automatic,Individual,2019,184419,24.3,2500,5,4,0.5
Toyota,Petrol,Automatic,Dealer,2009,134279,21.5,3000,5,1,0.5
Toyota,Petrol,Manual,Dealer,2019,158736,26.2,800,5,2,0.5
Ford,Diesel,Manual,Individual,2010,75886,17.7,2500,5,1,0.5
Mercedes,Electric,Manual,Trustmark Dealer,2005,98761,28.9,2000,5,2,1.21
Hyundai,Petrol,Automatic,Dealer,2024,145236,20.1,1800,7,1,0.5
Toyota,CNG,Automatic,Dealer,2013,119166,15.2,2500,5,1,0.5
Maruti,Diesel,Automatic,Individual,2008,37872,9.9,1000,7,1,0.5
Hyundai,Petrol,Automatic,Trustmark Dealer,2006,195951,16.3,2500,5,1,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2010,52037,20.5,1000,5,1,0.5
BMW,Diesel,Manual,Dealer,2006,27985,23.5,2500,5,2,2.51
BMW,Diesel,Manual,Dealer,2007,93591,27.3,1000,5,1,0.5
Toyota,CNG,Manual,Individual,2011,62868,28.8,1000,4,1,0.5
Toyota,Petrol,Automatic,Individual,2024,24347,10.3,1800,5,1,2.6
Mahindra,Electric,Manual,Individual,2021,46623,21.2,1800,5,1,1.55
BMW,Diesel,Automatic,Trustmark Dealer,2013,21360,22.7,3000,7,1,5.33
Mercedes,Diesel,Manual,Individual,2013,19214,11.8,2000,5,1,4.36
Mercedes,Diesel,Manual,Dealer,2023,163294,20.0,2000,7,3,1.16
Volkswagen,Petrol,Manual,Dealer,2009,77279,15.4,800,5,2,0.5
Volkswagen,Electric,Manual,Individual,2010,39303,9.7,3000,7,2,0.79
Ford,Diesel,Automatic,Dealer,2022,19698,9.4,1000,7,2,2.31
BMW,Petrol,Manual,Dealer,2005,165674,24.7,1200,5,3,0.5
Maruti,Petrol,Automatic,Dealer,2021,121544,21.5,2500,5,2,0.5
Maruti,Diesel,Automatic,Dealer,2018,19947,23.7,1500,5,1,1.96
Tata,Petrol,Manual,Dealer,2019,57338,23.1,1000,4,3,0.5
Hyundai,Petrol,Automatic,Individual,2009,171609,11.0,2000,8,1,0.5
Kia,Diesel,Manual,Dealer,2021,27469,11.3,1800,5,4,0.5
Volkswagen,Petrol,Automatic,Individual,2015,142558,13.6,800,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2014,77777,16.8,1000,7,1,0.5
Ford,Petrol,Automatic,Dealer,2021,24371,28.7,2500,5,3,2.51
Mercedes,Petrol,Manual,Trustmark Dealer,2005,168596,22.8,800,5,1,0.5
Kia,Diesel,Manual,Trustmark Dealer,2009,132953,13.6,1200,5,1,0.5
Honda,Diesel,Manual,Dealer,2020,70101,9.2,1200,5,1,0.5
Ford,Petrol,Manual,Individual,2011,27474,23.1,1200,4,2,0.5
Honda,Petrol,Automatic,Dealer,2016,83203,21.8,1200,6,1,0.5
Audi,Diesel,Automatic,Trustmark Dealer,2012,112644,22.9,3000,5,2,0.69
BMW,Petrol,Manual,Dealer,2022,183213,13.7,1500,5,2,0.5
Honda,Petrol,Manual,Dealer,2005,120468,19.4,800,5,1,0.5
Honda,Petrol,Manual,Individual,2024,9405,16.0,1000,5,2,1.76
Audi,CNG,Manual,Individual,2016,7153,26.0,1500,5,4,4.03
Mahindra,Diesel,Manual,Dealer,2008,30131,9.5,1000,5,4,0.5
Mahindra,Diesel,Manual,Individual,2016,24680,14.1,1800,7,1,0.5
Mahindra,Diesel,Automatic,Dealer,2005,189716,21.3,2500,5,2,0.5
BMW,Diesel,Manual,Trustmark Dealer,2005,105887,12.5,2000,5,3,0.5
Kia,Diesel,Manual,Dealer,2007,164355,22.8,1500,5,3,0.5
Ford,Diesel,Automatic,Trustmark Dealer,2016,106347,11.0,2000,5,1,0.5
Ford,Petrol,Manual,Dealer,2017,65357,8.5,1500,8,1,0.5
Toyota,Diesel,Automatic,Dealer,2017,120857,27.0,2000,5,1,0.5
Mahindra,Diesel,Automatic,Trustmark Dealer,2013,24646,15.3,3000,7,1,1.44
BMW,Diesel,Automatic,Trustmark Dealer,2022,175876,11.5,2500,5,1,0.5
Toyota,Petrol,Manual,Individual,2005,21036,11.8,2000,5,2,0.5
Hyundai,Petrol,Manual,Dealer,2010,11726,27.5,1800,5,1,0.5
Toyota,Diesel,Automatic,Individual,2009,107326,22.4,2000,5,3,0.5
Kia,Diesel,Automatic,Individual,2008,177232,29.0,1500,5,1,0.5
Volkswagen,CNG,Manual,Individual,2010,154346,25.6,2000,5,1,0.5
Honda,Petrol,Manual,Individual,2007,95123,24.9,800,6,1,0.5
Mahindra,Diesel,Manual,Dealer,2021,146240,19.0,2500,7,2,0.5
Audi,Diesel,Manual,Individual,2015,20103,26.1,2000,7,2,3.92
Volkswagen,CNG,Manual,Individual,2008,96437,17.1,1200,5,2,0.5
Mercedes,Diesel,Manual,Dealer,2024,166639,26.2,2500,5,1,1.11
Toyota,Diesel,Manual,Individual,2005,131251,24.7,2500,5,1,0.5
BMW,Diesel,Automatic,Individual,2008,109968,22.9,3000,5,2,0.7
Honda,Diesel,Manual,Individual,2007,28691,15.3,2000,5,1,0.5
Ford,Electric,Automatic,Dealer,2014,125931,21.9,1000,5,1,0.5
Maruti,Petrol,Automatic,Individual,2005,74092,19.1,1800,8,1,0.5
Honda,Petrol,Manual,Dealer,2008,176144,18.2,1200,7,2,0.5
Kia,Electric,Automatic,Individual,2023,59118,29.8,3000,7,2,4.16
Mercedes,Diesel,Automatic,Individual,2005,38133,19.1,1500,8,1,3.92
Kia,Diesel,Manual,Individual,2020,20893,8.7,800,5,1,1.19
Toyota,Diesel,Manual,Dealer,2023,86402,21.8,2000,5,1,0.5
Hyundai,Petrol,Manual,Individual,2024,136728,24.0,2000,7,1,0.5
Kia,Diesel,Automatic,Trustmark Dealer,2022,46120,27.5,1500,4,2,1.75
Kia,Diesel,Automatic,Dealer,2006,85632,21.9,3000,5,3,0.5
BMW,Petrol,Manual,Trustmark Dealer,2010,62518,8.4,1800,4,1,0.88
Toyota,Petrol,Automatic,Individual,2005,24854,10.6,3000,5,2,0.5
Honda,CNG,Manual,Individual,2023,189284,11.5,1500,7,2,0.5
Hyundai,Petrol,Manual,Dealer,2009,54696,12.6,800,7,1,0.5
Volkswagen,CNG,Automatic,Dealer,2006,82582,25.6,2500,5,1,0.5
Maruti,Petrol,Manual,Trustmark Dealer,2005,109730,14.8,3000,5,1,0.5
Mahindra,Diesel,Automatic,Dealer,2020,105065,14.9,2000,5,1,0.5
Ford,Electric,Automatic,Dealer,2006,62795,24.6,2500,5,2,0.5
Kia,Diesel,Automatic,Individual,2008,29560,17.1,1500,5,1,0.5
Toyota,Petrol,Manual,Dealer,2007,94711,9.4,2500,8,2,0.5
Mahindra,Diesel,Automatic,Individual,2021,111577,20.9,1500,5,2,0.5
Ford,Petrol,Automatic,Individual,2019,120924,10.9,2000,8,1,0.5
Ford,Petrol,Manual,Trustmark Dealer,2014,85391,20.6,1500,4,1,0.5
Volkswagen,Electric,Manual,Individual,2016,125965,25.2,2000,5,2,0.5
Volkswagen,Diesel,Manual,Dealer,2016,120134,28.4,3000,5,4,0.5
Volkswagen,Diesel,Automatic,Dealer,2024,187389,9.5,1500,5,2,0.5
Audi,Petrol,Automatic,Individual,2011,131194,14.7,2500,5,1,0.5
